ID,Cost
16588.0,559775.9099183645
17513.0,942362.250925891
14448.0,16019.666675219072
13972.0,726669.3630801215
18321.0,-437.1302363498382
19593.0,27393.754188924417
16569.0,66125.74204787864
11736.0,1206.9803209698603
18654.0,248.83837015354226
12539.0,115424.84618007357
19545.0,9564.881348496594
10113.0,1551727.5430997948
19387.0,978835.2026433187
10985.0,93925.82858297581
18805.0,118913959.6449095
12993.0,51185.662299021125
17187.0,13876856.497573169
11290.0,417978.9670927152
12106.0,26275.695719094434
11139.0,158.9136591085496
15128.0,387.69780753289467
12377.0,-440.8427361527602
14751.0,-113.96381204233799
16358.0,-921.4081235597432
19049.0,18661.93852774337
16516.0,-488.6799380299302
14279.0,6369273.451318198
16575.0,571.9828923273698
15346.0,7575.886711791297
15781.0,10795436.014131285
11337.0,2141717.782559335
15504.0,1605197.5582752833
17577.0,-178.03560579552575
12165.0,6149745.733734281
19686.0,832258.4184104962
17595.0,50993887.859054826
19063.0,-157.65732260604648
18021.0,37818.8511972712
15871.0,346348.66697674623
18421.0,218085.18261403876
19824.0,477495.6751069419
17593.0,49891.3647923887
11554.0,1244.5451352841908
15583.0,2846.1736868853195
15763.0,130944.75225629099
11463.0,2513.898715859698
18339.0,2818.6492444044907
18891.0,175.65866984171387
18323.0,24221.655026207834
17899.0,1533755.3467896625
17949.0,885.8790179119786
19725.0,17977.045748965258
11808.0,7942.463655825561
11819.0,2642.008084306733
11797.0,314911.0474271877
13533.0,71067.24505913374
10394.0,-1818.3318485221935
17955.0,-270.79545563347784
15031.0,-534.6559286101336
19044.0,1374.6092737180093
10621.0,29657.930713948863
13544.0,83590.19782432911
15924.0,32818949.225199673
12496.0,170751.9646720036
14336.0,-190.04426596901254
14125.0,1272.461702903419
18010.0,3598.5160633595224
11741.0,3226.3326012351076
11334.0,1450.7046790687664
10169.0,20102587.309517056
10289.0,3403.5265076126148
18863.0,808832.783727961
18027.0,2816.205498685763
13843.0,18.67636927364495
12857.0,6899.291400917845
19644.0,35432.80827568033
11890.0,3076103.3561930163
19655.0,25552863.769767813
11680.0,340.29162551489713
11438.0,5664.456548793819
16563.0,30090.54669371601
16062.0,920.4519968952718
11596.0,1616.7846103042293
17546.0,33.46685077232299
10916.0,3441.516984210188
16710.0,1647513.269574892
11916.0,78178.29432215307
10241.0,6597.521474835731
17723.0,17888.192062873546
10445.0,29939.816369643424
13158.0,21.58771080822772
16643.0,76.92605478308175
10793.0,2930729.857168542
15030.0,2882.333942170545
13004.0,1268.9960239743036
19252.0,-152.5811602417082
17842.0,588.2091825818475
18973.0,11987.922840456908
13769.0,952.1411228217977
14700.0,-505.3479377921367
14502.0,155.61053935677967
19819.0,76512.87476671644
10290.0,-440.72030085287156
11288.0,6901.6968970223525
15502.0,6386.740589394213
10388.0,646118.1667726033
17682.0,25758471.14263621
12236.0,488.57109167629983
16370.0,1354.17574987069
11591.0,3132.8603265148317
14398.0,109000625.64222993
10079.0,23792.560327991603
12735.0,105586.77451620487
18768.0,3826.786794977028
19410.0,28275.732238540797
14880.0,270498.02859960234
19662.0,-2.1562316132699486
15613.0,2941.144523424306
17595.0,2975.043199418525
15476.0,5030856.731567394
12936.0,760183.8793347907
10521.0,5307.9871141917165
14300.0,837.022647637822
10105.0,82519.0972572459
14887.0,4897.350797199938
11663.0,364218.6688233071
16696.0,1175.1286975225908
14942.0,569.0840889332773
14623.0,-480.6846602384827
13516.0,173107.5198635705
19323.0,309.0148342512035
11303.0,49938583.33954628
18508.0,1122.951847352192
14450.0,5044246.177702848
12305.0,56905.03639114743
11774.0,13299.730117341896
17234.0,81587.33468234772
11124.0,595231.6573519653
19525.0,2332.2278098554084
17843.0,151266.4435999228
11802.0,60902.733736921204
16368.0,76199.15582297713
10820.0,248.0786717351779
18236.0,287.6943732057411
17090.0,5207.05831719939
14379.0,2812.04936865116
14408.0,1200.0139325138286
15492.0,53738.99304520301
19092.0,29065548.46952338
18976.0,2919.0033743005147
16118.0,47299.925211144524
17879.0,219.2354659420763
14949.0,26990.766628472735
15327.0,21094.81184039676
10869.0,3426327.0377834705
16950.0,-2918.257699229036
10721.0,168061.84172168048
11594.0,73216.62447300828
13900.0,19446.577472953424
14986.0,29369321.609578975
11632.0,33309.66115079095
19763.0,66358.64816702555
19276.0,-2883.5796300113143
18387.0,7381.270625106663
10534.0,2713930.653067675
12128.0,9696.598568034706
13405.0,2086.9172634365286
12615.0,13301.884208405629
18442.0,9685538.910598572
17955.0,7579614.512562005
10249.0,3613388.8848274816
12732.0,33360.8943570131
16720.0,7142.707368714012
18599.0,41937.90584671314
15789.0,13252.858928769885
11810.0,2479.2935737522994
12544.0,1517035.307237214
19259.0,1202.5592232740266
10291.0,101710.69918175697
10226.0,2317.85773518542
11705.0,6890.341155216514
10503.0,2556671.7034227327
10093.0,325.6105978918021
19939.0,5102.176761956334
17187.0,2039900.5722868578
16503.0,141.5722834149365
18432.0,21545.673504175298
11641.0,5467.7516064551855
11488.0,314.9330975970391
16275.0,4095397.462519118
16969.0,10853.18275596233
16381.0,298852.72453450103
13228.0,219354.0436335896
11833.0,185.65992074823058
19496.0,10939.888221553041
14659.0,-2437.053122993749
17264.0,50089.01174816309
16554.0,2482325.124743579
10400.0,1021.7047096183715
10719.0,16328.65372478453
13561.0,395999.72216595925
14415.0,216599.30218050495
13269.0,130.1698662777088
14857.0,444.1619337404113
18444.0,5090.107025416382
19781.0,1685.649514316399
12760.0,451302.8803866068
14610.0,12450.848186798888
12850.0,-366.08826088003366
15337.0,99341.50368817348
15795.0,162257497.69854164
10759.0,729.0025846603887
12163.0,7626.355951383256
19809.0,2327.3608435905353
12269.0,744448.0408559168
15668.0,-37.326210678965055
13682.0,8796.913960859567
19972.0,47379.413533557075
18844.0,577.7993332062159
19940.0,1698288.4496296414
17450.0,9619612.823967898
16187.0,74.42542744278138
18757.0,178963.29549205053
17596.0,2828.549021654774
14471.0,44878.15405722235
15547.0,3505188.53230353
15528.0,31403.59591373559
19582.0,-360.21844331458027
15654.0,236412.94512009417
16405.0,2970.5198120144755
14234.0,20365.085551655193
10123.0,2117.59906071335
18630.0,639702.5549479482
13091.0,-153.69105070407394
16896.0,55656.87930724582
12612.0,-1129.3065592108558
10479.0,3474949.7947122813
13977.0,848.8523260524441
11186.0,500770.8203972867
15766.0,1372100.9039650685
17315.0,1322208.8280971572
12461.0,884.599725591486
10886.0,376241.2702703676
17123.0,41846.61491140393
13951.0,134680.90860406062
11191.0,-2448.906686835384
12115.0,9854.612987162916
18754.0,3784.5543418431857
16720.0,-374.8809688246188
17938.0,1831.6382503320663
17046.0,729410.86699737
17856.0,13628.031208223321
19217.0,4509.568565746396
13758.0,1100647.5728688678
18423.0,117843.7255838093
13901.0,1292.3767982873949
19741.0,41471.904789646884
15122.0,12202604.821505643
12268.0,465442.0908978471
11702.0,14206025.250886574
17483.0,2045.0998636546258
16206.0,-1857.2043049934236
10407.0,341617.34216978564
12709.0,-786.5068872634147
14405.0,12.89623368033806
14044.0,322020.2141948154
