ID,Cost
14189.0,-5420.004701407454
14742.0,17534.740515191294
13905.0,4663.852609450671
10072.0,2675.4458884475894
14879.0,3383.7019045343254
13815.0,25792.107494805132
19697.0,24862.32228328626
17494.0,2612.5194069035265
16252.0,-9793.035211704213
16260.0,12398.932236682927
10947.0,16657.903710927007
11538.0,-7509.206055743173
10851.0,-18323.472126910023
12313.0,-7973.949486579126
14644.0,-7547.60463291727
17497.0,684.3208291266822
12965.0,-10146.128992711934
17746.0,4748.583483942669
13264.0,14162.91886156228
15763.0,-23796.37668434352
13170.0,-10563.820612360327
14479.0,24220.15816179925
10346.0,-8317.575394419197
18970.0,5541.449047342064
17476.0,-5360.090155572357
12119.0,9541.300595590415
14522.0,13136.565321726746
11345.0,-318.61473143774253
15683.0,12513.66197523982
14338.0,-3108.252181727393
16930.0,-2452.841230411318
17549.0,6369.272161033417
18555.0,3422.364822846888
14186.0,-12671.355014522751
18035.0,-4520.23279515674
11346.0,-5762.497505835444
13372.0,-3119.7876098321303
14401.0,-6851.8357208404495
14478.0,-2174.180035645838
13391.0,12780.46723275535
16092.0,-1740.4066838058814
15117.0,-24730.008059553915
14560.0,-14934.617339781773
19618.0,-11161.455837242976
12155.0,-269.8150769170452
10961.0,-19115.854668303582
19868.0,10297.068354455198
19198.0,11986.181589450145
13726.0,-2135.507849103645
16666.0,-3529.673630491938
13672.0,9428.573764682618
13886.0,-2378.645817146711
19523.0,8731.209659687645
14938.0,4777.36785695966
14487.0,-13429.160753178816
16576.0,-4074.938697428176
19957.0,-18743.581058282343
16881.0,13387.394391409418
10869.0,16778.405533722398
12817.0,6240.5511501234005
18557.0,1807.276424932222
17299.0,-15093.152890103845
17226.0,-11321.150815161654
16112.0,678.6412252932794
15144.0,1426.9581223148243
15823.0,-8036.811844150696
15010.0,9911.079790494856
19373.0,-5230.464049716974
16184.0,5651.9555437570525
19047.0,-1900.4402177877835
18646.0,-3356.7923277975005
13344.0,1592.3631454447188
12342.0,-3060.466698888904
10553.0,5323.190911721478
19450.0,-29914.57537831329
15128.0,715.5623891531316
10044.0,-11326.960950367842
14856.0,-2978.010696307513
15428.0,-4287.341763422627
13473.0,5472.720410451581
19872.0,3904.2116972737904
12692.0,-31798.07085975012
13888.0,-8329.909331286399
14823.0,11579.962678868202
18733.0,-4563.08782577745
10761.0,7847.751286060787
11591.0,7938.359466193663
12327.0,1273.1631342904477
17004.0,7412.6788012764155
15680.0,-2940.2987835804975
16195.0,287.03007858816204
15474.0,424.52958759614114
17284.0,-1462.727351188262
18908.0,-2566.4572410396177
